Schema,Table,Column,Data Type,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key References,Description,Confidence %,Check Constraint,Default Value
Production,TransactionHistory,TransactionDate,datetime,No,No,No,,Date the product transaction occurred.,,,
Production,TransactionHistory,TransactionType,nchar,No,No,No,,"Code indicating the business process that created the transaction, such as sales, work order, or purchase.",,,
Production,TransactionHistory,Quantity,int,No,No,No,,Number of units affected by the transaction.,,,
Production,TransactionHistory,ActualCost,money,No,No,No,,Actual cost recorded for the transaction.,,,
Production,TransactionHistory,ModifiedDate,datetime,No,No,No,,Timestamp when the transaction row was last updated.,,,
Production,TransactionHistoryArchive,TransactionID,int,No,Yes,No,,Unique identifier for each transaction history record.,,,
Production,TransactionHistoryArchive,ProductID,int,No,No,Yes,Production.Product.ProductID,Identifies the product affected by the transaction.,,,
Production,TransactionHistoryArchive,ReferenceOrderID,int,No,No,Yes,Production.WorkOrder.WorkOrderID,Identifier of the originating order or work order associated with the transaction.,,,
Production,TransactionHistoryArchive,ReferenceOrderLineID,int,No,No,No,,Line-level reference within the originating order or work order.,,,
Production,TransactionHistoryArchive,TransactionDate,datetime,No,No,No,,Date and time when the transaction occurred.,,,
Production,TransactionHistoryArchive,TransactionType,nchar,No,No,No,,Code indicating the type of inventory transaction.,,,
Production,TransactionHistoryArchive,Quantity,int,No,No,No,,Number of units affected by the transaction.,,,
Production,TransactionHistoryArchive,ActualCost,money,No,No,No,,Actual cost associated with the transaction.,,,
Production,TransactionHistoryArchive,ModifiedDate,datetime,No,No,No,,Date and time the transaction record was last updated.,,,
Production,UnitMeasure,UnitMeasureCode,nchar,No,Yes,No,,"Short code that uniquely identifies a unit of measure, such as KG, OZ, EA, or L. It serves as the primary key and compact reference value used by related tables.",,,
Production,UnitMeasure,Name,Name,No,No,No,,"The descriptive name of the unit of measure, such as Kilogram, Ounces, Each, or Gallon. This provides a readable label for the code.",,,
Production,UnitMeasure,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the unit measure record was last updated.,,,
Production,WorkOrder,WorkOrderID,int,No,Yes,No,,Unique identifier for each work order record.,,,
Production,WorkOrder,ProductID,int,No,No,Yes,Production.Product.ProductID,Identifier of the product being manufactured on this work order.,,,
Production,WorkOrder,OrderQty,int,No,No,No,,Planned quantity to produce for the work order.,,,
Production,WorkOrder,StockedQty,int,No,No,No,,Quantity successfully completed and moved into stock.,,,
Production,WorkOrder,ScrappedQty,smallint,No,No,No,,Quantity lost to scrap during the work order.,,,
Production,WorkOrder,StartDate,datetime,No,No,No,,Date the work order began.,,,
Production,WorkOrder,EndDate,datetime,Yes,No,No,,Date the work order finished or was closed.,,,
Production,WorkOrder,DueDate,datetime,No,No,No,,Target completion date for the work order.,,,
Production,WorkOrder,ScrapReasonID,smallint,Yes,No,Yes,Production.ScrapReason.ScrapReasonID,Optional reason code explaining why units were scrapped.,,,
Production,WorkOrder,ModifiedDate,datetime,No,No,No,,Timestamp of the last update to the work order record.,,,
Production,WorkOrderRouting,WorkOrderID,int,No,No,Yes,Production.WorkOrder.WorkOrderID,Identifies the manufacturing work order this routing step belongs to.,,,
Production,WorkOrderRouting,ProductID,int,No,No,Yes,Production.Product.ProductID,Identifies the product being manufactured for this routing step.,,,
Production,WorkOrderRouting,OperationSequence,smallint,No,Yes,No,,The sequence number of the operation within the work order routing.,,,
Production,WorkOrderRouting,LocationID,smallint,No,No,Yes,Production.Location.LocationID,The production location or work center where the operation is performed.,,,
Production,WorkOrderRouting,ScheduledStartDate,datetime,No,No,No,,The planned date when the routing operation is scheduled to begin.,,,
Production,WorkOrderRouting,ScheduledEndDate,datetime,No,No,No,,The planned date when the routing operation is scheduled to finish.,,,
Production,WorkOrderRouting,ActualStartDate,datetime,Yes,No,No,,The actual date when work on the routing operation began.,,,
Production,WorkOrderRouting,ActualEndDate,datetime,Yes,No,No,,The actual date when work on the routing operation finished.,,,
Production,WorkOrderRouting,ActualResourceHrs,decimal,Yes,No,No,,The actual labor or machine hours consumed by the routing operation.,,,
Production,WorkOrderRouting,PlannedCost,money,No,No,No,,The expected cost for performing the routing operation.,,,
Production,WorkOrderRouting,ActualCost,money,Yes,No,No,,The realized cost incurred for performing the routing operation.,,,
Production,WorkOrderRouting,ModifiedDate,datetime,No,No,No,,The last date and time this routing record was updated.,,,
Purchasing,ProductVendor,ProductID,int,No,Yes,Yes,Production.Product.ProductID,Identifies the product being sourced from a vendor.,,,
Purchasing,ProductVendor,BusinessEntityID,int,No,Yes,Yes,Purchasing.Vendor.BusinessEntityID,Identifies the vendor supplying the product.,,,
Purchasing,ProductVendor,AverageLeadTime,int,No,No,No,,Typical number of days the vendor needs to deliver the product after ordering.,,,
Purchasing,ProductVendor,StandardPrice,money,No,No,No,,Standard negotiated purchase price for the product from this vendor.,,,
Purchasing,ProductVendor,LastReceiptCost,money,Yes,No,No,,Unit cost recorded on the most recent receipt from this vendor for this product.,,,
Purchasing,ProductVendor,LastReceiptDate,datetime,Yes,No,No,,Date when the product was last received from the vendor.,,,
Purchasing,ProductVendor,MinOrderQty,int,No,No,No,,Minimum quantity that can be ordered from this vendor for the product.,,,
Purchasing,ProductVendor,MaxOrderQty,int,No,No,No,,Maximum quantity that can be ordered from this vendor for the product.,,,
Purchasing,ProductVendor,OnOrderQty,int,Yes,No,No,,Quantity of the product currently on order from this vendor.,,,
Purchasing,ProductVendor,UnitMeasureCode,nchar,No,No,Yes,Production.UnitMeasure.UnitMeasureCode,Unit of measure used when ordering or packaging the product from the vendor.,,,
Purchasing,ProductVendor,ModifiedDate,datetime,No,No,No,,Timestamp of the last update to this vendor-product purchasing record.,,,
Purchasing,PurchaseOrderDetail,PurchaseOrderID,int,No,Yes,No,,Identifies the purchase order header that this line item belongs to.,,,
Purchasing,PurchaseOrderDetail,PurchaseOrderDetailID,int,No,Yes,No,,Unique identifier for each purchase order line item.,,,
Purchasing,PurchaseOrderDetail,DueDate,datetime,No,No,No,,The expected date by which the ordered product should be received.,,,
Purchasing,PurchaseOrderDetail,OrderQty,smallint,No,No,No,,The quantity of product ordered on this purchase order line.,,,
Purchasing,PurchaseOrderDetail,ProductID,int,No,No,Yes,Purchasing.ProductVendor.ProductID,The product being purchased on this line item.,,,
Purchasing,PurchaseOrderDetail,UnitPrice,money,No,No,No,,The agreed purchase price per unit for the product on this line.,,,
Purchasing,PurchaseOrderDetail,LineTotal,money,No,No,No,,"The total monetary amount for the line item, typically derived from quantity and unit price.",,,
Purchasing,PurchaseOrderDetail,ReceivedQty,decimal,No,No,No,,The quantity actually received from the supplier for this line item.,,,
Purchasing,PurchaseOrderDetail,RejectedQty,decimal,No,No,No,,The quantity received but rejected during inspection or quality control.,,,
Purchasing,PurchaseOrderDetail,StockedQty,decimal,No,No,No,,The quantity accepted and moved into inventory stock.,,,
Purchasing,PurchaseOrderDetail,ModifiedDate,datetime,No,No,No,,Timestamp of the last update to the purchase order detail record.,,,
Purchasing,PurchaseOrderHeader,PurchaseOrderID,int,No,Yes,No,,Unique identifier for each purchase order header record.,,,
Purchasing,PurchaseOrderHeader,RevisionNumber,tinyint,No,No,No,,Tracks the revision/version of the purchase order document.,,,
Purchasing,PurchaseOrderHeader,Status,tinyint,No,No,No,,Indicates the current workflow state of the purchase order.,,,
Purchasing,PurchaseOrderHeader,EmployeeID,int,No,No,Yes,HumanResources.Employee.EmployeeID,"References the employee responsible for creating, approving, or managing the purchase order.",,,
Purchasing,PurchaseOrderHeader,VendorID,int,No,No,Yes,Purchasing.Vendor.VendorID,References the supplier/vendor from whom the goods or services are being purchased.,,,
Purchasing,PurchaseOrderHeader,ShipMethodID,int,No,No,Yes,Purchasing.ShipMethod.ShipMethodID,References the shipping method used for the purchase order.,,,
Purchasing,PurchaseOrderHeader,OrderDate,datetime,No,No,No,,Date the purchase order was placed.,,,
Purchasing,PurchaseOrderHeader,ShipDate,datetime,Yes,No,No,,Date the purchase order was shipped or fulfilled.,,,
Purchasing,PurchaseOrderHeader,SubTotal,money,No,No,No,,"Pre-tax, pre-freight monetary total for the purchase order.",,,
Purchasing,PurchaseOrderHeader,TaxAmt,money,No,No,No,,Tax amount applied to the purchase order.,,,
Purchasing,PurchaseOrderHeader,Freight,money,No,No,No,,Shipping or freight charge for the purchase order.,,,
Purchasing,PurchaseOrderHeader,TotalDue,money,No,No,No,,"Final amount due for the purchase order, including subtotal, tax, and freight.",,,
Purchasing,PurchaseOrderHeader,ModifiedDate,datetime,No,No,No,,Timestamp of the last update to the purchase order record.,,,
Purchasing,ShipMethod,ShipMethodID,int,No,Yes,No,,Primary identifier for each shipping method.,,,
Purchasing,ShipMethod,Name,Name,No,No,No,,The display name or code for the shipping method.,,,
Purchasing,ShipMethod,ShipBase,money,No,No,No,,Base shipping charge applied for this method.,,,
Purchasing,ShipMethod,ShipRate,money,No,No,No,,Additional shipping rate used in cost calculation.,,,
Purchasing,ShipMethod,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication or synchronization.,,,
Purchasing,ShipMethod,ModifiedDate,datetime,No,No,No,,Timestamp of the last modification to the shipping method record.,,,
Purchasing,Vendor,BusinessEntityID,int,No,Yes,Yes,Person.BusinessEntity.BusinessEntityID,Primary identifier for the vendor record; also links the vendor to its shared business entity identity in Person.BusinessEntity.,,,
Purchasing,Vendor,AccountNumber,AccountNumber,No,No,No,,Vendor account code used internally to identify the supplier in purchasing processes and reports.,,,
Purchasing,Vendor,Name,Name,No,No,No,,The vendor's display name or legal/doing-business-as name.,,,
Purchasing,Vendor,CreditRating,tinyint,No,No,No,,Numeric rating used to classify the vendor's creditworthiness or purchasing risk.,,,
Purchasing,Vendor,PreferredVendorStatus,Flag,No,No,No,,Indicates whether this supplier is marked as a preferred vendor for purchasing decisions.,,,
Purchasing,Vendor,ActiveFlag,Flag,No,No,No,,Indicates whether the vendor is currently active and available for use in purchasing.,,,
Purchasing,Vendor,PurchasingWebServiceURL,nvarchar,Yes,No,No,,Optional URL for the vendor's purchasing or ordering web service endpoint.,,,
Purchasing,Vendor,ModifiedDate,datetime,No,No,No,,Timestamp of the last update to the vendor record.,,,
Sales,CountryRegionCurrency,CountryRegionCode,nvarchar,No,Yes,Yes,Person.CountryRegion.CountryRegionCode,The country or region code for the geographic entity being mapped to a currency.,,,
Sales,CountryRegionCurrency,CurrencyCode,nchar,No,Yes,Yes,Sales.Currency.CurrencyCode,The currency code associated with the country or region.,,,
Sales,CountryRegionCurrency,ModifiedDate,datetime,No,No,No,,The timestamp when the country-region to currency mapping row was last modified.,,,
Sales,CreditCard,CreditCardID,int,No,Yes,No,,Surrogate identifier for each credit card record.,,,
Sales,CreditCard,CardType,nvarchar,No,No,No,,The type or brand/category of the credit card.,,,
Sales,CreditCard,CardNumber,nvarchar,No,No,No,,The stored credit card number or tokenized card identifier.,,,
Sales,CreditCard,ExpMonth,tinyint,No,No,No,,Expiration month of the credit card.,,,
Sales,CreditCard,ExpYear,smallint,No,No,No,,Expiration year of the credit card.,,,
Sales,CreditCard,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the credit card record was last modified.,,,
Sales,Currency,CurrencyCode,nchar,No,Yes,No,,The unique 3-character currency code used to identify each currency record.,,,
Sales,Currency,Name,Name,No,No,No,,"The display name of the currency, such as 'US Dollar' or 'Polish Zloty'.",,,
Sales,Currency,ModifiedDate,datetime,No,No,No,,The date the currency reference row was last modified or loaded into the database.,,,
Sales,CurrencyRate,CurrencyRateID,int,No,Yes,No,,Surrogate primary key for each currency-rate record.,,,
Sales,CurrencyRate,CurrencyRateDate,datetime,No,No,No,,The date on which the exchange rate applies or was recorded.,,,
Sales,CurrencyRate,FromCurrencyCode,nchar,No,No,Yes,Sales.Currency.CurrencyCode,"The source currency for the exchange rate, used as the base currency in the conversion.",,,
Sales,CurrencyRate,ToCurrencyCode,nchar,No,No,Yes,Sales.Currency.CurrencyCode,The target currency being quoted against the base currency.,,,
Sales,CurrencyRate,AverageRate,money,No,No,No,,"The average exchange rate for the date, likely used for reporting or average conversion calculations.",,,
Sales,CurrencyRate,EndOfDayRate,money,No,No,No,,"The exchange rate at the end of the day, likely used for closing valuation or transactional conversion.",,,
Sales,CurrencyRate,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the row was last inserted or updated.,,,
Sales,Customer,CustomerID,int,No,Yes,No,,Surrogate primary key for each customer record.,,,
Sales,Customer,PersonID,int,Yes,No,Yes,Person.Person.BusinessEntityID,Optional link to the individual person who is the customer.,,,
Sales,Customer,StoreID,int,Yes,No,Yes,Sales.Store.BusinessEntityID,Optional link to the retail store account that is the customer.,,,
Sales,Customer,TerritoryID,int,Yes,No,Yes,Sales.SalesTerritory.TerritoryID,Sales territory assigned to the customer for regional sales management and reporting.,,,
Sales,Customer,AccountNumber,varchar,No,No,No,,Business account code used to identify the customer in a human-readable format.,,,
Sales,Customer,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication and synchronization.,,,
Sales,Customer,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the customer record was last modified.,,,
Sales,PersonCreditCard,BusinessEntityID,int,No,Yes,Yes,Person.Person.BusinessEntityID,Identifies the person associated with the credit card.,,,
Sales,PersonCreditCard,CreditCardID,int,No,Yes,Yes,Sales.CreditCard.CreditCardID,Identifies the credit card linked to the person.,,,
Sales,PersonCreditCard,ModifiedDate,datetime,No,No,No,,Audit timestamp showing when the association row was last updated.,,,
Sales,SalesOrderDetail,SalesOrderID,int,No,No,Yes,Sales.SalesOrderHeader.SalesOrderID,Identifies the sales order header that this line item belongs to.,,,
Sales,SalesOrderDetail,SalesOrderDetailID,int,No,Yes,No,,Unique identifier for each sales order line item.,,,
Sales,SalesOrderDetail,CarrierTrackingNumber,nvarchar,Yes,No,No,,Optional shipping carrier tracking number associated with the line item or shipment fulfillment.,,,
Sales,SalesOrderDetail,OrderQty,smallint,No,No,No,,Quantity of the product ordered on this line item.,,,
Sales,SalesOrderDetail,ProductID,int,No,No,Yes,Production.Product.ProductID,Identifies the product sold on this order line.,,,
Sales,SalesOrderDetail,SpecialOfferID,int,No,No,Yes,Sales.SpecialOffer.SpecialOfferID,Identifies the special offer or promotion applied to this line item.,,,
Sales,SalesOrderDetail,UnitPrice,money,No,No,No,,Per-unit selling price recorded for the product on this order line.,,,
Sales,SalesOrderDetail,UnitPriceDiscount,money,No,No,No,,Discount amount or discount rate applied per unit on this line item.,,,
Sales,SalesOrderDetail,LineTotal,numeric,No,No,No,,Extended total for the line item after quantity and discount are applied.,,,
Sales,SalesOrderDetail,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication and synchronization.,,,
Sales,SalesOrderDetail,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the row was last modified.,,,
Sales,SalesOrderHeader,SalesOrderID,int,No,Yes,No,,Unique identifier for each sales order header record.,,,
Sales,SalesOrderHeader,RevisionNumber,tinyint,No,No,No,,"Revision/version number for the order header, used to track changes to the order record.",,,
Sales,SalesOrderHeader,OrderDate,datetime,No,No,No,,Date the sales order was created.,,,
Sales,SalesOrderHeader,DueDate,datetime,No,No,No,,Date the order is expected to be fulfilled or paid by.,,,
Sales,SalesOrderHeader,ShipDate,datetime,Yes,No,No,,Date the order was shipped.,,,
Sales,SalesOrderHeader,Status,tinyint,No,No,No,,Order status code indicating the current processing state of the sales order.,,,
Sales,SalesOrderHeader,OnlineOrderFlag,Flag,No,No,No,,Indicates whether the order was placed online.,,,
Sales,SalesOrderHeader,SalesOrderNumber,nvarchar,No,No,No,,Human-readable business order number for the sales order.,,,
Sales,SalesOrderHeader,PurchaseOrderNumber,OrderNumber,Yes,No,No,,"Customer-provided purchase order number associated with the sales order, when applicable.",,,
Sales,SalesOrderHeader,AccountNumber,AccountNumber,Yes,No,No,,Customer account number used for the order.,,,
Sales,SalesOrderHeader,CustomerID,int,No,No,Yes,Sales.Customer.CustomerID,Identifier of the customer who placed the order.,,,
Sales,SalesOrderHeader,SalesPersonID,int,Yes,No,Yes,Sales.SalesPerson.BusinessEntityID,"Identifier of the salesperson responsible for the order, when assigned.",,,
Sales,SalesOrderHeader,TerritoryID,int,Yes,No,Yes,Sales.SalesTerritory.TerritoryID,Sales territory associated with the order.,,,
Sales,SalesOrderHeader,BillToAddressID,int,No,No,Yes,Person.Address.AddressID,Address used for billing the order.,,,
Sales,SalesOrderHeader,ShipToAddressID,int,No,No,Yes,Person.Address.AddressID,Address where the order should be shipped.,,,
Sales,SalesOrderHeader,ShipMethodID,int,No,No,Yes,Purchasing.ShipMethod.ShipMethodID,Shipping method selected for the order.,,,
Sales,SalesOrderHeader,CreditCardID,int,Yes,No,Yes,Sales.CreditCard.CreditCardID,"Credit card used to pay for the order, if payment was made by card.",,,
Sales,SalesOrderHeader,CreditCardApprovalCode,varchar,Yes,No,No,,Authorization or approval code returned by the payment processor for the credit card transaction.,,,
Sales,SalesOrderHeader,CurrencyRateID,int,Yes,No,Yes,Sales.CurrencyRate.CurrencyRateID,Exchange-rate record used when the order was placed in a non-base currency.,,,
Sales,SalesOrderHeader,SubTotal,money,No,No,No,,Order subtotal before tax and freight.,,,
Sales,SalesOrderHeader,TaxAmt,money,No,No,No,,Tax amount charged on the order.,,,
Sales,SalesOrderHeader,Freight,money,No,No,No,,Shipping/freight charge for the order.,,,
Sales,SalesOrderHeader,TotalDue,money,No,No,No,,"Final amount due for the order, including subtotal, tax, and freight.",,,
Sales,SalesOrderHeader,Comment,nvarchar,Yes,No,No,,Optional free-text comment or note about the order.,,,
Sales,SalesOrderHeader,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication or synchronization.,,,
Sales,SalesOrderHeader,ModifiedDate,datetime,No,No,No,,Timestamp of the last modification to the order header record.,,,
Sales,SalesOrderHeaderSalesReason,SalesOrderID,int,No,Yes,Yes,Sales.SalesOrderHeader.SalesOrderID,Identifies the sales order that this reason is associated with.,,,
Sales,SalesOrderHeaderSalesReason,SalesReasonID,int,No,Yes,Yes,Sales.SalesReason.SalesReasonID,Identifies the standardized reason for the sales order.,,,
Sales,SalesOrderHeaderSalesReason,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the order-reason association row was last modified.,,,
Sales,SalesPerson,BusinessEntityID,int,No,No,Yes,Person.Person.BusinessEntityID,"Identifier for the salesperson record, inherited from the underlying person/employee entity and used as the row's primary key.",,,
Sales,SalesPerson,TerritoryID,int,Yes,No,Yes,Sales.SalesTerritory.TerritoryID,Sales territory assigned to the salesperson for regional responsibility and reporting.,,,
Sales,SalesPerson,SalesQuota,money,Yes,No,No,,Target sales amount assigned to the salesperson for a period.,,,
Sales,SalesPerson,Bonus,money,No,No,No,,Fixed bonus amount paid to the salesperson.,,,
Sales,SalesPerson,CommissionPct,smallmoney,No,No,No,,Commission rate used to calculate variable pay from sales.,,,
Sales,SalesPerson,SalesYTD,money,No,No,No,,Year-to-date sales amount attributed to the salesperson.,,,
Sales,SalesPerson,SalesLastYear,money,No,No,No,,Sales amount attributed to the salesperson for the previous year.,,,
Sales,SalesPerson,rowguid,uniqueidentifier,No,Yes,No,,Globally unique row identifier used for replication and synchronization.,,,
Sales,SalesPerson,ModifiedDate,datetime,No,No,No,,Timestamp of the last update to the salesperson record.,,,
Sales,SalesPersonQuotaHistory,BusinessEntityID,int,No,No,Yes,HumanResources.Employee.BusinessEntityID,Identifies the employee whose sales quota is being recorded.,,,
Sales,SalesPersonQuotaHistory,QuotaDate,datetime,No,Yes,No,,"The date the quota record applies to, likely the end of a fiscal quarter or quota period.",,,
Sales,SalesPersonQuotaHistory,SalesQuota,money,No,No,No,,The monetary sales target assigned to the employee for the quota period.,,,
Sales,SalesPersonQuotaHistory,rowguid,uniqueidentifier,No,Yes,No,,A globally unique row identifier used for replication and row-level identity.,,,
Sales,SalesPersonQuotaHistory,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the quota record was last updated.,,,
Sales,SalesReason,SalesReasonID,int,No,Yes,No,,Unique identifier for each sales reason.,,,
Sales,SalesReason,Name,Name,No,No,No,,"The specific sales reason label shown to users or used in reporting, such as promotion, price, quality, or advertisement.",,,
Sales,SalesReason,ReasonType,Name,No,No,No,,"Broad category grouping for the sales reason, such as Marketing, Promotion, or Other.",,,
Sales,SalesReason,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the sales reason record was last modified.,,,
Sales,SalesTaxRate,SalesTaxRateID,int,No,Yes,No,,Surrogate primary key for each sales tax rate record.,,,
Sales,SalesTaxRate,StateProvinceID,int,No,No,Yes,Person.StateProvince.StateProvinceID,References the state or province to which this tax rate applies.,,,
Sales,SalesTaxRate,TaxType,tinyint,No,No,No,,"Categorizes the kind of tax rate being stored, such as a state sales tax, output tax, or taxable supply tax.",,,
Sales,SalesTaxRate,TaxRate,smallmoney,No,No,No,,The tax percentage or rate applied for the jurisdiction and tax type.,,,
Sales,SalesTaxRate,Name,Name,No,No,No,,Human-readable label for the tax rate definition.,,,
Sales,SalesTaxRate,rowguid,uniqueidentifier,No,No,No,,Globally unique identifier used for replication and row-level uniqueness.,,,
Sales,SalesTaxRate,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the tax rate row was last modified.,,,
Sales,SalesTerritory,TerritoryID,int,No,Yes,No,,Unique identifier for each sales territory.,,,
Sales,SalesTerritory,Name,Name,No,No,No,,"Human-readable territory name, such as a region or country-based sales area.",,,
Sales,SalesTerritory,CountryRegionCode,nvarchar,No,No,No,,Two-letter country/region code associated with the territory.,,,
Sales,SalesTerritory,Group,nvarchar,No,No,No,,Higher-level geographic grouping used for reporting and territory classification.,,,
Sales,SalesTerritory,SalesYTD,money,No,No,No,,Sales generated by the territory year-to-date.,,,
Sales,SalesTerritory,SalesLastYear,money,No,No,No,,Sales generated by the territory in the previous year.,,,
Sales,SalesTerritory,CostYTD,money,No,No,No,,Year-to-date cost associated with the territory.,,,
Sales,SalesTerritory,CostLastYear,money,No,No,No,,Cost associated with the territory in the previous year.,,,
Sales,SalesTerritory,rowguid,uniqueidentifier,No,Yes,No,,Globally unique row identifier used for replication or synchronization.,,,
Sales,SalesTerritory,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the territory row was last modified.,,,
Sales,SalesTerritoryHistory,BusinessEntityID,int,No,Yes,Yes,Sales.SalesPerson.BusinessEntityID,Identifies the salesperson whose territory assignment is being recorded.,,,
Sales,SalesTerritoryHistory,TerritoryID,int,No,Yes,Yes,Sales.SalesTerritory.TerritoryID,Identifies the sales territory assigned to the salesperson.,,,
Sales,SalesTerritoryHistory,StartDate,datetime,No,No,No,,The date the salesperson-territory assignment became effective.,,,
Sales,SalesTerritoryHistory,EndDate,datetime,Yes,No,No,,"The date the salesperson-territory assignment ended, or null if the assignment is current.",,,
Sales,SalesTerritoryHistory,rowguid,uniqueidentifier,No,Yes,No,,"A globally unique row identifier used for replication, synchronization, or stable row tracking.",,,
Sales,SalesTerritoryHistory,ModifiedDate,datetime,No,No,No,,The timestamp when the assignment record was last modified.,,,
Sales,ShoppingCartItem,ShoppingCartItemID,int,No,Yes,No,,Surrogate primary key for each shopping cart line item row.,,,
Sales,ShoppingCartItem,ShoppingCartID,nvarchar,No,No,No,,Identifier for the shopping cart that this item belongs to.,,,
Sales,ShoppingCartItem,Quantity,int,No,No,No,,Number of units of the product currently in the cart item.,,,
Sales,ShoppingCartItem,ProductID,int,No,No,Yes,Production.Product.ProductID,Reference to the product being added to the cart.,,,
Sales,ShoppingCartItem,DateCreated,datetime,No,No,No,,Timestamp when the cart item was first created.,,,
Sales,ShoppingCartItem,ModifiedDate,datetime,No,No,No,,Timestamp when the cart item was last updated.,,,
Sales,SpecialOffer,SpecialOfferID,int,No,Yes,Yes,Sales.SpecialOffer.SpecialOfferID,Identifier of the special offer applied in this row; also the table's primary key in the provided data and a foreign key to Sales.SpecialOffer.SpecialOfferID.,,,
Sales,SpecialOffer,Description,nvarchar,No,No,No,,"Human-readable name or label for the special offer, such as a promotion or discount campaign.",,,
Sales,SpecialOffer,DiscountPct,smallmoney,No,No,No,,Discount percentage applied by the offer.,,,
Sales,SpecialOffer,Type,nvarchar,No,No,No,,"Classification of the offer, such as volume discount, seasonal discount, excess inventory, new product, discontinued product, or no discount.",,,
Sales,SpecialOffer,Category,nvarchar,No,No,No,,"Audience or applicability category for the offer, such as reseller, customer, or no discount.",,,
Sales,SpecialOffer,StartDate,datetime,No,No,No,,Date when the offer becomes active.,,,
Sales,SpecialOffer,EndDate,datetime,No,No,No,,Date when the offer expires or stops being valid.,,,
Sales,SpecialOffer,MinQty,int,No,No,No,,Minimum quantity required for the offer to apply.,,,
Sales,SpecialOffer,MaxQty,int,Yes,No,No,,"Maximum quantity allowed for the offer tier, when applicable.",,,
Sales,SpecialOffer,rowguid,uniqueidentifier,No,No,No,,Globally unique row identifier used for replication or synchronization.,,,
Sales,SpecialOffer,ModifiedDate,datetime,No,No,No,,Timestamp of the last modification to the row.,,,
Sales,SpecialOfferProduct,SpecialOfferID,int,No,No,Yes,Sales.SpecialOffer.SpecialOfferID,Identifies the special offer or promotion applied to the product. This links each row to a specific Sales.SpecialOffer record and is part of the table's composite business key.,,,
Sales,SpecialOfferProduct,ProductID,int,No,No,Yes,Production.Product.ProductID,Identifies the product participating in the special offer. This links the row to a specific Production.Product record and is the other half of the junction relationship.,,,
Sales,SpecialOfferProduct,rowguid,uniqueidentifier,No,Yes,No,,"A globally unique row identifier used by the Adventure Works schema for replication, synchronization, or stable row identity.",,,
Sales,SpecialOfferProduct,ModifiedDate,datetime,No,No,No,,The date and time the row was last changed.,,,
Sales,Store,BusinessEntityID,int,No,No,Yes,Person.BusinessEntity.BusinessEntityID,Unique identifier for the store's business entity record; this is the store's surrogate key and inherited identity in the shared entity model.,,,
Sales,Store,Name,Name,No,No,No,,The store's business name as used in sales and customer records.,,,
Sales,Store,SalesPersonID,int,Yes,No,Yes,Sales.SalesPerson.BusinessEntityID,Identifier of the salesperson responsible for managing this store account.,,,
Sales,Store,Demographics,xml,Yes,No,No,,"XML payload containing survey-based store profile attributes such as sales volume, revenue, banking relationship, business type, specialty, size, internet connectivity, and employee count.",,,
Sales,Store,rowguid,uniqueidentifier,No,Yes,No,,Globally unique row identifier used for replication and synchronization.,,,
Sales,Store,ModifiedDate,datetime,No,No,No,,Timestamp indicating when the store record was last modified.,,,
